"dispersal_scale","sigma","divergence_threshold","model","NSP","LDG","Occ","Gamma","PD","MPD","MNTD","MBS","SDBS","MT","SDT","TBS"
443.122529644269,0.00551778656126482,2.00395256916996,"SA_model_1",14,0.280775614167101,0.975169300225734,-2.88902847201752,0.616505232321453,0.535704507446433,0.535704507446433,0.682557433308895,0.0171137117188452,1.04158871368528,0.0550098516264982,-0.538235294117647
555.438735177866,0.00324110671936759,2.5098814229249,"SA_model_2",10,0.156323502422334,0.975169300225734,-4.13600552642791,0.687100992309251,0.687100992309255,0.687100992309255,0.607242150763166,0.00553556336690249,0.952925467707248,0.0611967510236975,-0.181818181818182
330.806324110672,0.00779446640316206,1.49802371541502,"SA_model_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386.96442687747,0.00437944664031621,2.25691699604743,"SA_model_4",20,0.351574251808753,0.975169300225734,-0.899562186342003,1.05095051429998,0.838323710967331,0.838323710967331,0.642202088194494,0.013354186411399,1.00706434157842,0.0450542019786678,-0.269565217391304
611.596837944664,0.00893280632411067,1.24505928853755,"SA_model_5",10,0.173813350331811,0.975169300225734,-4.10464445110435,0.6647778096854,0.664777809685468,0.664777809685468,0.789888338026253,0.0389640866975268,1.14091495510104,0.0794565321806827,-0.163636363636364
499.280632411067,0.00210276679841897,1.75098814229249,"SA_model_6",14,0.250168361226027,0.975169300225734,-2.70228687241305,0.833875113615436,0.746463750865416,0.746463750865416,0.564547865448827,0.0076755093691093,0.933747750611939,0.0567828048426396,-0.0764705882352941
274.648221343874,0.00665612648221344,2.76284584980237,"SA_model_7",159,0.308545356940862,0.975169300225734,9.43158278722779,0.208070596308587,0.310588309620703,0.310588309620703,0.714607128782975,0.0229792046963192,1.04900195316414,0.0499005597815183,0.0469268064543935
302.727272727273,0.0038102766798419,1.62450592885375,"SA_model_8",869,0.194627361407969,0.975169300225734,7.58270666988225,-1.39449636987993,-1.59684445759871,-1.59684445759871,0.619419946264296,0.0146717985062399,0.924752150762296,0.0621352317862985,0.555858960774005
527.359683794466,0.00836363636363636,2.63636363636364,"SA_model_9",10,0.0793345873665797,0.975169300225734,-4.10464445110435,0.791734225777655,0.791734225777764,0.791734225777764,0.789516299013526,0.0366783014160892,1.12638396716832,0.0632263615013636,-0.0454545454545455
639.675889328063,0.00153359683794466,2.1304347826087,"SA_model_10",10,0.161645586745793,0.977426636568849,-4.16721134890334,0.731035092040131,0.731035092040145,0.731035092040145,0.551124247384409,0.00699001733049457,0.904779504892783,0.0571935776560789,-0.281818181818182
415.04347826087,0.00608695652173913,1.11857707509881,"SA_model_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.885375494071,0.00267193675889328,2.88932806324111,"SA_model_12",28,0.418590583292786,0.975169300225734,0.609009408262228,0.925209522209128,1.04731835393604,1.04731835393604,0.584372160214493,0.0108656979558363,0.917874192684874,0.0516009726077598,-0.111711711711712
583.517786561265,0.00722529644268775,1.87747035573123,"SA_model_13",10,0.104537513881406,0.977426636568849,-4.13600552642791,0.776157805549868,0.776157805549886,0.776157805549886,0.724299065841885,0.0270396815361659,1.08331553380612,0.0693951812601041,-0.236363636363636
471.201581027668,0.00494861660079051,1.37154150197628,"SA_model_14",350,0.704220012839438,0.975169300225734,20.8409350076993,0.870624289261297,1.09075621788611,1.09075621788611,0.658239233321801,0.0164903684349412,1.03086085905443,0.0207437866332393,0.0200549081101487
